"","ABI","Curso","Turno","Materia","Conceito","CPFEncrypted","Posmateria","StatusFinal","TempoPermanencia"
"9928","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MM","792",9,"FORMATURA",12
"9929","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","792",4,"FORMATURA",12
"9930","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MS","436",4,"FORMATURA",6
"9931","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","MM","436",4,"FORMATURA",6
"9932","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","436",5,"FORMATURA",6
"9933","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","SS","436",2,"FORMATURA",6
"9934","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PROBABILIDADE E ESTATISTICA","MS","436",-14,"FORMATURA",6
"9935","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MS","436",-9,"FORMATURA",6
"9936","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MS","436",1,"FORMATURA",6
"9937","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","SS","436",2,"FORMATURA",6
"9938","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","MM","436",6,"FORMATURA",6
"9939","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MM","436",4,"FORMATURA",6
"9940","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","SS","436",2,"FORMATURA",6
"9941","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","SS","436",3,"FORMATURA",6
"9942","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","436",6,"FORMATURA",6
"9943","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","SS","436",3,"FORMATURA",6
"9944","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","SS","436",-14,"FORMATURA",6
"9945","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MS","436",-15,"FORMATURA",6
"9946","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MS","436",-13,"FORMATURA",6
"9947","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","436",1,"FORMATURA",6
"9948","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MS","436",-14,"FORMATURA",6
"9949","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","SS","436",-13,"FORMATURA",6
"9950","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MS","436",5,"FORMATURA",6
"9951","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","Inconcluído","597",1,"NÃO FORMATURA",3
"9952","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","Inconcluído","597",1,"NÃO FORMATURA",3
"9953","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","501",5,"NÃO FORMATURA",10
"9954","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MM","501",1,"NÃO FORMATURA",10
"9955","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","501",4,"NÃO FORMATURA",10
"9956","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MM","501",6,"NÃO FORMATURA",10
"9957","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","501",6,"NÃO FORMATURA",10
"9958","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","Inconcluído","501",1,"NÃO FORMATURA",10
"9959","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","501",2,"NÃO FORMATURA",10
"9960","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","Inconcluído","501",6,"NÃO FORMATURA",10
"9961","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","501",3,"NÃO FORMATURA",10
"9962","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MM","501",8,"NÃO FORMATURA",10
"9963","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","501",6,"NÃO FORMATURA",10
"9964","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MM","501",8,"NÃO FORMATURA",10
"9965","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","501",10,"NÃO FORMATURA",10
"9966","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MM","501",9,"NÃO FORMATURA",10
"9967","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","501",4,"NÃO FORMATURA",10
"9968","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","Inconcluído","501",3,"NÃO FORMATURA",10
"9969","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","Inconcluído","501",5,"NÃO FORMATURA",10
"9970","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MM","501",9,"NÃO FORMATURA",10
"9971","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","501",5,"NÃO FORMATURA",10
"9972","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","501",5,"NÃO FORMATURA",10
"9973","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","Inconcluído","501",8,"NÃO FORMATURA",10
"9974","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","Inconcluído","501",3,"NÃO FORMATURA",10
"9975","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","501",9,"NÃO FORMATURA",10
"9976","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","490",-4,"NÃO FORMATURA",4
"9977","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","Inconcluído","490",3,"NÃO FORMATURA",4
"9978","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","Inconcluído","490",1,"NÃO FORMATURA",4
"9979","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","490",1,"NÃO FORMATURA",4
"9980","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","490",4,"NÃO FORMATURA",4
"9981","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","490",-4,"NÃO FORMATURA",4
"9982","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MM","490",-1,"NÃO FORMATURA",4
"9983","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MM","490",-6,"NÃO FORMATURA",4
"9984","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","490",-4,"NÃO FORMATURA",4
"9985","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","490",-6,"NÃO FORMATURA",4
"9986","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","Inconcluído","490",1,"NÃO FORMATURA",4
"9987","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","490",3,"NÃO FORMATURA",4
"9988","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","490",2,"NÃO FORMATURA",4
"9989","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MM","490",1,"NÃO FORMATURA",4
"9990","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","49",-7,"FORMATURA",14
"9991","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","MS","49",9,"FORMATURA",14
"9992","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MS","49",-2,"FORMATURA",14
"9993","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MM","49",8,"FORMATURA",14
"9994","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MS","49",8,"FORMATURA",14
"9995","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MS","49",-8,"FORMATURA",14
"9996","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MM","49",14,"FORMATURA",14
"9997","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","Inconcluído","49",7,"FORMATURA",14
"9998","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TRABALHO DE CONCLUSAO DE CURSO 2","SS","49",14,"FORMATURA",14
"9999","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ALGEBRA LINEAR","MM","49",12,"FORMATURA",14
"10000","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","SS","49",13,"FORMATURA",14
"10001","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MS","49",6,"FORMATURA",14
"10002","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","49",12,"FORMATURA",14
"10003","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MM","49",9,"FORMATURA",14
"10004","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MM","49",9,"FORMATURA",14
"10005","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MS","49",6,"FORMATURA",14
"10006","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MS","49",2,"FORMATURA",14
"10007","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","49",1,"FORMATURA",14
"10008","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","Inconcluído","49",9,"FORMATURA",14
"10009","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PROBABILIDADE E ESTATISTICA","MM","49",-2,"FORMATURA",14
"10010","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TRABALHO DE CONCLUSAO DE CURSO 2","Inconcluído","49",13,"FORMATURA",14
"10011","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MS","49",-6,"FORMATURA",14
"10012","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MS","49",2,"FORMATURA",14
"10013","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MS","49",1,"FORMATURA",14
"10014","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","49",-6,"FORMATURA",14
"10015","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MS","223",3,"FORMATURA",9
"10016","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","Inconcluído","223",1,"FORMATURA",9
"10017","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MM","223",6,"FORMATURA",9
"10018","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MM","223",6,"FORMATURA",9
"10019","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MM","223",6,"FORMATURA",9
"10020","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MS","223",7,"FORMATURA",9
"10021","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","223",3,"FORMATURA",9
"10022","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MS","223",5,"FORMATURA",9
"10023","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MS","223",7,"FORMATURA",9
"10024","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MS","223",4,"FORMATURA",9
"10025","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MS","223",2,"FORMATURA",9
"10026","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","MM","223",7,"FORMATURA",9
"10027","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","MM","223",8,"FORMATURA",9
"10028","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","223",8,"FORMATURA",9
"10029","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","SS","223",4,"FORMATURA",9
"10030","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MS","223",7,"FORMATURA",9
"10031","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MM","223",4,"FORMATURA",9
"10032","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","223",9,"FORMATURA",9
"10033","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MM","223",1,"FORMATURA",9
"10034","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MS","223",7,"FORMATURA",9
"10035","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MS","223",2,"FORMATURA",9
"10036","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MS","223",2,"FORMATURA",9
"10037","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","Inconcluído","589",2,"FORMATURA",10
"10038","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","589",9,"FORMATURA",10
"10039","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MS","589",7,"FORMATURA",10
"10040","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","589",3,"FORMATURA",10
"10041","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","MS","589",7,"FORMATURA",10
"10042","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","Inconcluído","589",3,"FORMATURA",10
"10043","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MS","589",7,"FORMATURA",10
"10044","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MM","589",1,"FORMATURA",10
"10045","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","MM","589",4,"FORMATURA",10
"10046","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","589",10,"FORMATURA",10
"10047","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","MM","589",5,"FORMATURA",10
"10048","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","Inconcluído","589",2,"FORMATURA",10
"10049","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MS","589",8,"FORMATURA",10
"10050","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MM","589",3,"FORMATURA",10
"10051","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","Inconcluído","589",2,"FORMATURA",10
"10052","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","MS","589",7,"FORMATURA",10
"10053","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","MS","589",8,"FORMATURA",10
"10054","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MM","589",1,"FORMATURA",10
"10055","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","589",4,"FORMATURA",10
"10056","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","MS","589",4,"FORMATURA",10
"10057","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MM","589",6,"FORMATURA",10
"10058","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","SS","589",8,"FORMATURA",10
"10059","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","Inconcluído","589",5,"FORMATURA",10
"10060","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MM","589",2,"FORMATURA",10
"10061","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","MS","589",10,"FORMATURA",10
"10062","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","MS","589",8,"FORMATURA",10
"10063","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","490",2,"FORMATURA",8
"10064","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MS","490",6,"FORMATURA",8
"10065","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","MS","490",4,"FORMATURA",8
"10066","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","490",7,"FORMATURA",8
"10067","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","SS","490",6,"FORMATURA",8
"10068","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","SS","490",6,"FORMATURA",8
"10069","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MS","490",1,"FORMATURA",8
"10070","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","SS","490",6,"FORMATURA",8
"10071","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MS","490",5,"FORMATURA",8
"10072","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","SS","490",3,"FORMATURA",8
"10073","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","SS","490",7,"FORMATURA",8
"10074","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","SS","490",4,"FORMATURA",8
"10075","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","SS","490",3,"FORMATURA",8
"10076","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","SS","490",2,"FORMATURA",8
"10077","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MS","490",2,"FORMATURA",8
"10078","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","490",1,"FORMATURA",8
"10079","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","490",8,"FORMATURA",8
"10080","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","MS","490",6,"FORMATURA",8
"10081","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MS","490",3,"FORMATURA",8
"10082","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","SS","490",2,"FORMATURA",8
"10083","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MS","490",5,"FORMATURA",8
"10084","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 1","SS","597",4,"FORMATURA",8
"10085","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 2","SS","597",8,"FORMATURA",8
"10086","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 2","MS","597",2,"FORMATURA",8
"10087","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO NUMERICO","SS","597",4,"FORMATURA",8
"10088","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNICAS DE AMOSTRAGEM","SS","597",6,"FORMATURA",8
"10089","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 3","MM","597",3,"FORMATURA",8
"10090","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","SS","597",3,"FORMATURA",8
"10091","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 1","MS","597",1,"FORMATURA",8
"10092","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","SS","597",2,"FORMATURA",8
"10093","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","PLANEJAMENTO E PESQUISA 1","SS","597",6,"FORMATURA",8
"10094","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MS","597",1,"FORMATURA",8
"10095","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A PROBABILIDADE","MS","597",2,"FORMATURA",8
"10096","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO DE PROBABILIDADE 2","SS","597",6,"FORMATURA",8
"10097","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTAGIO SUPERVISIONADO EM ESTATISTICA 1","SS","597",7,"FORMATURA",8
"10098","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INFERENCIA ESTATISTICA","MS","597",5,"FORMATURA",8
"10099","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","APLICACOES DA ESTATISTICA 1","MS","597",7,"FORMATURA",8
"10100","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MS","597",6,"FORMATURA",8
"10101","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DEMOGRAFIA","MS","597",5,"FORMATURA",8
"10102","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","METODOS ESTATISTICOS 1","SS","597",3,"FORMATURA",8
"10103","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE MULTIVARIADA 1","MS","597",6,"FORMATURA",8
"10104","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MS","597",2,"FORMATURA",8
"10105","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANALISE DE REGRESSAO LINEAR","MS","814",12,"Ativo",14
"10106","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","GEOGRAFIA FISICA 2: METEOROLOGIA E CLIMATOLOGIA","MM","814",2,"Ativo",14
"10107","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","GEOLOGIA GERAL","MM","814",4,"Ativo",14
"10108","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","MATEMATICA 2","MM","814",2,"Ativo",14
"10109","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INCENDIOS FLORESTAIS","MS","814",4,"Ativo",14
"10110","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","INTRODUCAO A ALGEBRA LINEAR","SS","814",8,"Ativo",14
"10111","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","TECNOLOGIA DA MADEIRA","Inconcluído","814",5,"Ativo",14
"10112","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","BIOQUIMICA FUNDAMENTAL","Inconcluído","814",5,"Ativo",14
"10113","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DELINEAMENTO E ANALISE DE EXPERIMENTOS","MS","814",12,"Ativo",14
"10114","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DENDROLOGIA","MM","814",2,"Ativo",14
"10115","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","EQUACOES DIFERENCIAIS 1","Inconcluído","814",8,"Ativo",14
"10116","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ESTATISTICA EXPLORATORIA 1","MM","814",6,"Ativo",14
"10117","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","ANATOMIA DAS MADEIRAS","MM","814",4,"Ativo",14
"10118","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","BIOESTATISTICA","MM","814",4,"Ativo",14
"10119","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CALCULO 2","MM","814",8,"Ativo",14
"10120","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","CONTROLE ESTATISTICO DE QUALIDADE","MM","814",10,"Ativo",14
"10121","ESTATISTICA","BACHARELADO EM ESTATISTICA","Diurno","DENDROLOGIA","MM","814",2,"Ativo",14
